0.55946	0.995918	1.44312	1.84448	2.14031	2.27639	2.26002	2.1186	1.89364	1.6302	1.38027	1.17253	1.00604	0.874573	0.77697	0.732607	0.745717	0.785864	0.812355	0.802175	0.736318	0.588948	0.394854	0.185365	0.000137072	-0.11772	-0.140431	-0.0823853	0.0549103	0.236099	0.460566	0.72651	0.985819	1.19354	1.32044	1.32409	1.21342	1.02872	0.814649	0.591798	0.380398	0.181294	0.0191354	-0.0910003	-0.152158	-0.176902	-0.163114	-0.106784	-0.020083	0.0975675	0.239343	0.417704	0.634885	0.852015	1.06034	1.2572	1.43475	1.58559	1.7036	1.78398	1.85889	1.91519	1.93106	1.926	1.8926	1.83528	1.75136	1.63097	1.49355	1.37078	1.26263	1.13896	0.995626	0.830788	0.628846	0.377341	0.0859927	-0.213671	-0.477162	-0.682226	-0.842674	-0.952665	-1.02671	-1.08076	-1.09443	-1.07167	-1.01756	-0.964646	-0.939701	-0.941708	-0.95282	-1.00195	-1.07618	-1.12847	-1.10507	-0.991018	-0.791617	-0.532644	-0.22344	0.149372	
0.997504	1.43807	1.8688	2.23907	2.49412	2.59617	2.55192	2.38834	2.15384	1.88872	1.6419	1.43218	1.25694	1.10107	0.967484	0.889418	0.876385	0.896819	0.897542	0.858554	0.762633	0.600441	0.387205	0.160221	-0.0319073	-0.155046	-0.190429	-0.143102	-0.0196047	0.146649	0.359502	0.625223	0.892969	1.12365	1.28094	1.32735	1.25464	1.10491	0.922252	0.721726	0.522089	0.339497	0.187961	0.0810396	0.00966446	-0.0343205	-0.0451897	-0.0260779	0.0240417	0.105727	0.209311	0.341992	0.504009	0.677116	0.852921	1.04283	1.23163	1.39962	1.53455	1.64279	1.74676	1.84389	1.91266	1.95773	1.97629	1.96934	1.9372	1.86289	1.76327	1.65235	1.55044	1.43071	1.29026	1.12417	0.918303	0.663563	0.366051	0.0536047	-0.232656	-0.466354	-0.641547	-0.771553	-0.8636	-0.92434	-0.944889	-0.925826	-0.862662	-0.794253	-0.746061	-0.728563	-0.721658	-0.74529	-0.787241	-0.800288	-0.736859	-0.592559	-0.376573	-0.106493	0.206394	0.579184	
1.43627	1.86498	2.26882	2.59809	2.8091	2.87032	2.79701	2.61936	2.37516	2.10657	1.84534	1.6098	1.40556	1.21169	1.0441	0.939148	0.901828	0.900884	0.879017	0.812069	0.700471	0.528302	0.307881	0.0855981	-0.099107	-0.213765	-0.239398	-0.187454	-0.065107	0.0997191	0.313714	0.570377	0.834119	1.06967	1.24175	1.30746	1.25677	1.13684	0.990064	0.821196	0.655866	0.508535	0.392375	0.314929	0.255342	0.215433	0.184531	0.173682	0.182398	0.211943	0.261251	0.332398	0.423317	0.524588	0.641796	0.789674	0.952479	1.1202	1.2677	1.4051	1.55006	1.69096	1.8039	1.89612	1.96468	2.00627	2.02909	2.00408	1.95514	1.88743	1.80785	1.70162	1.57085	1.42114	1.22568	0.971834	0.671671	0.342399	0.0314075	-0.233454	-0.443404	-0.603395	-0.722263	-0.795337	-0.813937	-0.778531	-0.688099	-0.584355	-0.502946	-0.45574	-0.428835	-0.422154	-0.429004	-0.407881	-0.314272	-0.149663	0.0734045	0.345404	0.658713	1.02521	
1.83065	2.23333	2.59405	2.88183	3.05667	3.08386	2.98155	2.78143	2.52412	2.23268	1.94189	1.67003	1.42338	1.19654	1.00212	0.870597	0.808537	0.789507	0.751218	0.667985	0.545086	0.378536	0.17527	-0.0292659	-0.19514	-0.288863	-0.295422	-0.228415	-0.0975269	0.0745231	0.291214	0.544497	0.804378	1.03205	1.19734	1.26427	1.22906	1.13706	1.02634	0.902842	0.786028	0.692842	0.624544	0.586603	0.555557	0.534429	0.50309	0.463949	0.427629	0.402265	0.385724	0.380489	0.393914	0.420553	0.468211	0.554444	0.669536	0.803392	0.945915	1.10114	1.2747	1.45361	1.60872	1.73634	1.8431	1.92959	2.00213	2.04506	2.0625	2.0494	2.00722	1.93124	1.8258	1.68882	1.50378	1.25157	0.948508	0.610786	0.273276	-0.0313881	-0.27775	-0.467496	-0.608486	-0.691376	-0.700767	-0.643832	-0.523356	-0.384444	-0.263316	-0.181846	-0.123422	-0.0822223	-0.0543984	-0.00954547	0.0996111	0.275537	0.506465	0.776046	1.08343	1.43829	
2.11367	2.48034	2.80159	3.05273	3.19277	3.19756	3.06893	2.8425	2.55276	2.22449	1.89894	1.59321	1.31922	1.06628	0.849495	0.697148	0.61466	0.577682	0.527683	0.438148	0.324206	0.186492	0.0105596	-0.167477	-0.313236	-0.383939	-0.367695	-0.278791	-0.136536	0.0501023	0.276049	0.520207	0.762798	0.975291	1.12517	1.18906	1.16866	1.10625	1.03681	0.9658	0.910195	0.873596	0.857873	0.858152	0.858624	0.856877	0.833934	0.794426	0.737555	0.665236	0.586744	0.506999	0.440066	0.392216	0.375261	0.3908	0.441891	0.520916	0.625251	0.767418	0.946772	1.14165	1.32569	1.49606	1.64326	1.7727	1.89259	1.99169	2.07696	2.12961	2.13762	2.09683	2.01533	1.90186	1.72849	1.47751	1.16183	0.803196	0.434069	0.098182	-0.177421	-0.386689	-0.534909	-0.611814	-0.612326	-0.529611	-0.378687	-0.205863	-0.048042	0.0749645	0.160477	0.226755	0.27577	0.327744	0.435853	0.617059	0.853799	1.12504	1.42137	1.74955	
2.23795	2.56654	2.85155	3.0744	3.19654	3.17819	3.02207	2.75979	2.43181	2.06487	1.70398	1.37623	1.08354	0.821612	0.598403	0.43234	0.334939	0.290858	0.246977	0.1753	0.088874	-0.0194983	-0.165481	-0.324439	-0.449919	-0.495805	-0.454687	-0.348656	-0.190629	0.00234045	0.218264	0.442744	0.669855	0.859889	0.990296	1.05325	1.04971	1.01739	0.994041	0.982164	0.988329	1.01291	1.05097	1.09898	1.12985	1.15376	1.15025	1.12074	1.06934	0.982761	0.862339	0.720402	0.580826	0.458281	0.369025	0.316601	0.297095	0.310422	0.3608	0.460108	0.609293	0.794363	0.990072	1.18584	1.37681	1.55246	1.71788	1.87077	2.01391	2.1268	2.18672	2.19361	2.15021	2.06073	1.90094	1.64549	1.30948	0.924454	0.528628	0.161469	-0.137401	-0.354999	-0.499283	-0.568093	-0.55159	-0.444959	-0.260295	-0.0504034	0.147464	0.305305	0.415611	0.491677	0.538366	0.582136	0.677297	0.845363	1.07819	1.34039	1.61787	1.91546	
2.22091	2.51379	2.76591	2.9647	3.06181	3.01997	2.8263	2.52367	2.15604	1.74943	1.36498	1.02163	0.722292	0.458528	0.235577	0.0682983	-0.0284201	-0.0588558	-0.0737469	-0.111029	-0.168454	-0.247005	-0.367282	-0.500698	-0.603608	-0.626866	-0.572991	-0.452545	-0.300094	-0.12497	0.0687662	0.275868	0.480291	0.653369	0.780866	0.850902	0.869987	0.869976	0.884184	0.925191	0.993834	1.08452	1.1882	1.28397	1.35274	1.39812	1.41579	1.41329	1.37991	1.29866	1.17118	0.999837	0.806659	0.618779	0.455946	0.32464	0.235821	0.182881	0.172854	0.218548	0.314176	0.453599	0.633618	0.845312	1.06792	1.28749	1.49931	1.70199	1.89994	2.06733	2.18222	2.23723	2.2327	2.17167	2.02819	1.7757	1.42669	1.01967	0.595047	0.209476	-0.102553	-0.330751	-0.478913	-0.54024	-0.513103	-0.381277	-0.165355	0.0874893	0.319619	0.503469	0.628599	0.702923	0.736068	0.756543	0.82784	0.973209	1.18037	1.41593	1.6654	1.93132	
2.0828	2.35705	2.58951	2.75697	2.82185	2.74523	2.51511	2.17512	1.77162	1.34422	0.93954	0.584997	0.277698	0.00840695	-0.213527	-0.370629	-0.442738	-0.437692	-0.415135	-0.41761	-0.444719	-0.497826	-0.586566	-0.691461	-0.769858	-0.777957	-0.71349	-0.602242	-0.47563	-0.333161	-0.166682	0.0148968	0.204047	0.377925	0.509821	0.593622	0.634136	0.662718	0.719563	0.808387	0.925431	1.07174	1.23935	1.39272	1.50211	1.5753	1.61683	1.63355	1.62752	1.56757	1.45384	1.28901	1.07918	0.845562	0.620353	0.412698	0.246053	0.124581	0.0559425	0.0444125	0.0827721	0.169474	0.311679	0.512093	0.756733	1.01807	1.27792	1.53211	1.77706	1.99331	2.15149	2.25343	2.28759	2.25739	2.13473	1.89509	1.54122	1.12395	0.683934	0.278656	-0.0552624	-0.302284	-0.462484	-0.526235	-0.488797	-0.336039	-0.0971208	0.177754	0.433307	0.62339	0.745112	0.815483	0.832355	0.830421	0.872075	0.986606	1.15875	1.35726	1.57305	1.81348	
1.85339	2.12193	2.34526	2.49323	2.5234	2.40666	2.13651	1.76121	1.3376	0.896578	0.48671	0.125792	-0.186952	-0.454915	-0.66437	-0.797092	-0.836748	-0.799953	-0.74546	-0.715443	-0.717257	-0.743572	-0.800857	-0.878332	-0.937849	-0.934594	-0.8801	-0.790525	-0.696385	-0.583852	-0.443203	-0.279073	-0.100283	0.0726866	0.211242	0.30962	0.378038	0.442031	0.526435	0.643394	0.793729	0.987832	1.19915	1.39351	1.54481	1.65639	1.7357	1.78325	1.79849	1.75963	1.67111	1.52538	1.31789	1.07012	0.800179	0.534454	0.30056	0.112358	-0.0132767	-0.0705858	-0.0800517	-0.0393764	0.0734704	0.259738	0.506829	0.789366	1.08376	1.3753	1.65551	1.89883	2.09122	2.2301	2.30894	2.31947	2.23423	2.0245	1.6911	1.27477	0.817284	0.383871	0.0281806	-0.244685	-0.427494	-0.504531	-0.466664	-0.310475	-0.0719589	0.201288	0.454349	0.638187	0.748941	0.80442	0.809964	0.789248	0.801185	0.878723	1.01531	1.17945	1.37032	1.59566	
1.57822	1.84402	2.06253	2.19089	2.19098	2.04109	1.73455	1.33076	0.88595	0.446549	0.0386303	-0.318018	-0.61742	-0.866694	-1.05081	-1.15124	-1.16042	-1.09677	-1.01654	-0.960527	-0.94098	-0.94372	-0.974376	-1.0337	-1.08628	-1.09389	-1.06184	-0.999985	-0.929935	-0.838805	-0.716233	-0.568915	-0.395279	-0.214677	-0.0684003	0.0421293	0.129338	0.216027	0.32194	0.457031	0.624813	0.838656	1.08194	1.31364	1.50343	1.65678	1.77149	1.84983	1.89038	1.86562	1.78948	1.66159	1.46318	1.21553	0.939939	0.649362	0.375844	0.142839	-0.0301629	-0.125007	-0.165198	-0.150755	-0.0616651	0.104863	0.343798	0.626408	0.931331	1.2376	1.53264	1.78956	1.99815	2.17203	2.29665	2.36331	2.33274	2.17271	1.87304	1.47384	1.01383	0.557825	0.166172	-0.14127	-0.358553	-0.464104	-0.451884	-0.313112	-0.0999377	0.14503	0.374669	0.545379	0.641573	0.685034	0.674913	0.641784	0.628831	0.671638	0.772315	0.912007	1.08972	1.315	
